name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-16193,NO,561.7,272,289.7,1.066,0.1,5.8e-01,1.0e+00,0.9897,2703,302,255,259,301,255,313
GENE-63,NO,2346.3,1325,1021.3,0.771,-0.4,5.8e-01,1.0e+00,0.9897,2704,864,2524,587,399,1210,1455
GENE-7451,NO,384,186,198,1.065,0.1,5.8e-01,1.0e+00,0.9897,2705,173,176,209,185,190,219
GENE-4112,NO,1789,867.3,921.7,1.063,0.1,5.8e-01,1.0e+00,0.9897,2706,908,927,767,999,949,817
GENE-14024,NO,307.3,160.7,146.7,0.914,-0.1,5.8e-01,1.0e+00,0.9897,2707,192,126,164,158,115,167
GENE-4623,NO,28.3,13,15.3,1.172,0.2,5.8e-01,1.0e+00,0.9897,2708,10,13,16,23,14,9
GENE-13828,NO,222.3,105.7,116.7,1.102,0.1,5.8e-01,1.0e+00,0.9897,2709,118,127,72,102,128,120
GENE-6327,NO,89.7,43,46.7,1.08,0.1,5.8e-01,1.0e+00,0.9897,2710,41,45,43,39,50,51
GENE-13407,NO,1951.3,1005,946.3,0.942,-0.1,5.8e-01,1.0e+00,0.9897,2711,1020,1026,969,1101,875,863
GENE-530,NO,127.3,60,67.3,1.123,0.2,5.8e-01,1.0e+00,0.9897,2712,53,64,63,87,41,74
GENE-13023,NO,56.3,30.3,26,0.855,-0.2,5.8e-01,1.0e+00,0.9897,2713,37,21,33,13,33,32
GENE-17448,NO,636.7,438.7,198,0.451,-1.1,5.8e-01,1.0e+00,0.9897,2714,537,773,6,0,591,3
GENE-1193,NO,299.7,144.7,155,1.073,0.1,5.8e-01,1.0e+00,0.9897,2715,127,152,155,164,128,173
GENE-14020,NO,834,436.7,397.3,0.91,-0.1,5.8e-01,1.0e+00,0.9897,2716,408,564,338,327,464,401
GENE-1145,NO,2683,1284.7,1398.3,1.089,0.1,5.9e-01,1.0e+00,0.9897,2717,1075,1095,1684,1341,1269,1585
GENE-19108,NO,621,322,299,0.927,-0.1,5.9e-01,1.0e+00,0.9897,2718,364,283,319,322,336,239
GENE-9782,NO,196,91.7,104.3,1.133,0.2,5.9e-01,1.0e+00,0.9897,2719,112,55,108,133,98,82
GENE-17379,NO,81.3,42.3,39,0.917,-0.1,5.9e-01,1.0e+00,0.9897,2720,37,37,53,42,38,37
GENE-13281,NO,414.7,213.7,201,0.943,-0.1,5.9e-01,1.0e+00,0.9897,2721,212,215,214,181,195,227
GENE-1992,NO,25.3,11.7,13.7,1.165,0.2,5.9e-01,1.0e+00,0.9897,2722,11,9,15,14,8,19
GENE-469,NO,729.7,354.3,375.3,1.06,0.1,5.9e-01,1.0e+00,0.9897,2723,369,356,338,367,418,341
GENE-13830,NO,389.3,201.3,188,0.936,-0.1,5.9e-01,1.0e+00,0.9897,2724,230,186,188,210,186,168
GENE-48,NO,3057.7,1565.3,1492.3,0.953,-0.1,5.9e-01,1.0e+00,0.9897,2725,1563,1591,1542,1487,1588,1402
GENE-18681,NO,107.7,50.7,57,1.12,0.2,5.9e-01,1.0e+00,0.9897,2726,50,55,47,36,59,76
GENE-19428,NO,552.7,285.3,267.3,0.937,-0.1,5.9e-01,1.0e+00,0.9897,2727,310,303,243,252,296,254
GENE-3245,NO,86.7,41.3,45.3,1.091,0.1,5.9e-01,1.0e+00,0.9897,2728,44,37,43,41,57,38
GENE-18620,NO,25.7,13.7,12,0.876,-0.2,5.9e-01,1.0e+00,0.9897,2729,16,9,16,9,12,15
GENE-15400,NO,3011.3,1425,1586.3,1.113,0.2,5.9e-01,1.0e+00,0.9897,2730,1580,1229,1466,1205,2294,1260
GENE-2170,NO,42.7,22.3,20.3,0.906,-0.1,5.9e-01,1.0e+00,0.9897,2731,18,21,28,18,22,21
GENE-12969,NO,549,266.7,282.3,1.059,0.1,5.9e-01,1.0e+00,0.9897,2732,238,276,286,286,271,290
GENE-57,NO,3825.7,1585,2240.7,1.414,0.5,5.9e-01,1.0e+00,0.9897,2733,240,3734,781,1291,3055,2376
GENE-10332,NO,2149,994.7,1154.3,1.16,0.2,5.9e-01,1.0e+00,0.9897,2734,862,1521,601,1254,766,1443
GENE-16303,NO,1540.7,798,742.7,0.931,-0.1,5.9e-01,1.0e+00,0.9897,2735,893,687,814,859,614,755
GENE-6929,NO,243.7,130.7,113,0.866,-0.2,5.9e-01,1.0e+00,0.9897,2736,136,89,167,146,62,131
GENE-3985,NO,94.3,45.3,49,1.076,0.1,5.9e-01,1.0e+00,0.9897,2737,48,44,44,46,44,57
GENE-13539,NO,184.7,89.7,95,1.058,0.1,5.9e-01,1.0e+00,0.9897,2738,86,86,97,96,96,93
GENE-9422,NO,33.7,15.3,18.3,1.189,0.2,5.9e-01,1.0e+00,0.9897,2738,20,18,8,10,23,22
GENE-14260,NO,1139.7,589,550.7,0.935,-0.1,5.9e-01,1.0e+00,0.9897,2739,637,537,593,492,502,658
GENE-11238,NO,76.3,40,36.3,0.905,-0.1,5.9e-01,1.0e+00,0.9897,2740,52,33,35,44,32,33
GENE-10163,NO,288.7,138.7,150,1.081,0.1,5.9e-01,1.0e+00,0.9897,2741,130,154,132,159,176,115
GENE-13914,NO,586,306.7,279.3,0.912,-0.1,5.9e-01,1.0e+00,0.9897,2742,266,350,304,371,219,248
GENE-4000,NO,646.3,337.7,308.7,0.914,-0.1,5.9e-01,1.0e+00,0.9897,2743,360,408,245,260,358,308
GENE-13156,NO,214.3,100,114.3,1.14,0.2,5.9e-01,1.0e+00,0.9897,2744,121,68,111,97,81,165
GENE-11247,NO,49,25.7,23.3,0.906,-0.1,5.9e-01,1.0e+00,0.9897,2745,25,26,26,19,20,31
GENE-12578,NO,385.3,187.7,197.7,1.056,0.1,5.9e-01,1.0e+00,0.9897,2746,196,179,188,211,196,186
GENE-15533,NO,6309.7,3070.3,3239.3,1.055,0.1,5.9e-01,1.0e+00,0.9897,2747,2800,3011,3400,3466,3301,2951
GENE-6550,NO,1506,726,780,1.074,0.1,5.9e-01,1.0e+00,0.9897,2748,792,717,669,960,718,662
GENE-14840,NO,2723.3,1404.3,1319,0.939,-0.1,5.9e-01,1.0e+00,0.9897,2749,1419,1462,1332,1584,1206,1167
GENE-5191,NO,72,37.7,34.3,0.907,-0.1,5.9e-01,1.0e+00,0.9897,2750,33,50,30,37,34,32
GENE-4198,NO,182,87.3,94.7,1.083,0.1,5.9e-01,1.0e+00,0.9897,2751,100,93,69,81,93,110
GENE-5101,NO,115.3,55,60.3,1.092,0.1,5.9e-01,1.0e+00,0.9897,2752,64,57,44,74,54,53
GENE-19837,NO,185,89.3,95.7,1.07,0.1,5.9e-01,1.0e+00,0.9897,2753,92,89,87,111,97,79
GENE-11549,NO,147,76.3,70.7,0.925,-0.1,5.9e-01,1.0e+00,0.9897,2754,63,85,81,84,66,62
GENE-3749,NO,171,89.3,81.7,0.913,-0.1,6.0e-01,1.0e+00,0.9897,2755,61,102,105,78,80,87
GENE-11751,NO,325.3,154.3,171,1.109,0.1,6.0e-01,1.0e+00,0.9897,2756,152,207,104,145,196,172
GENE-13955,NO,391,190.7,200.3,1.053,0.1,6.0e-01,1.0e+00,0.9897,2757,193,184,195,195,197,209
GENE-15413,NO,237,113.3,123.7,1.087,0.1,6.0e-01,1.0e+00,0.9897,2758,126,115,99,117,98,156
GENE-19166,NO,195,92.7,102.3,1.1,0.1,6.0e-01,1.0e+00,0.9897,2759,124,67,87,98,114,95
GENE-15928,NO,35.3,18.7,16.7,0.89,-0.2,6.0e-01,1.0e+00,0.9897,2760,23,13,20,15,21,14
GENE-15064,NO,8429.3,4314.7,4114.7,0.954,-0.1,6.0e-01,1.0e+00,0.9897,2761,4732,4199,4013,4028,4134,4182
GENE-13723,NO,279.3,135,144.3,1.069,0.1,6.0e-01,1.0e+00,0.9897,2762,129,147,129,122,169,142
GENE-12178,NO,136,70.7,65.3,0.921,-0.1,6.0e-01,1.0e+00,0.9897,2763,87,57,68,72,69,55
GENE-1980,NO,70.7,33.3,37.3,1.114,0.2,6.0e-01,1.0e+00,0.9897,2764,32,27,41,30,50,32
GENE-6878,NO,61.3,32.3,29,0.892,-0.2,6.0e-01,1.0e+00,0.9897,2765,23,33,41,36,29,22
GENE-4348,NO,372,181,191,1.056,0.1,6.0e-01,1.0e+00,0.9897,2766,174,171,198,189,199,185
GENE-977,NO,42.3,22.3,20,0.891,-0.2,6.0e-01,1.0e+00,0.9897,2767,17,26,24,25,14,21
GENE-18346,NO,160.3,86.3,74,0.857,-0.2,6.0e-01,1.0e+00,0.9897,2768,73,104,82,34,76,112
GENE-10253,NO,154.3,72.3,82,1.132,0.2,6.0e-01,1.0e+00,0.9897,2769,53,73,91,119,61,66
GENE-6332,NO,134.7,70.7,64,0.905,-0.1,6.0e-01,1.0e+00,0.9897,2770,57,99,56,70,60,62
GENE-1158,NO,64.3,34.3,30,0.869,-0.2,6.0e-01,1.0e+00,0.9897,2771,29,53,21,27,36,27
GENE-19456,NO,93.3,50,43.3,0.867,-0.2,6.0e-01,1.0e+00,0.9897,2772,26,63,61,56,35,39
GENE-16105,NO,53,25.3,27.7,1.087,0.1,6.0e-01,1.0e+00,0.9897,2773,23,26,27,24,28,31
GENE-6957,NO,40.7,21.3,19.3,0.903,-0.1,6.0e-01,1.0e+00,0.9897,2774,25,23,16,16,23,19
GENE-14911,NO,779.3,401,378.3,0.943,-0.1,6.0e-01,1.0e+00,0.9897,2775,417,409,377,430,343,362
GENE-10509,NO,177,91,86,0.944,-0.1,6.0e-01,1.0e+00,0.9897,2776,92,95,86,87,93,78
GENE-7286,NO,363,173.7,189.3,1.091,0.1,6.0e-01,1.0e+00,0.9897,2777,157,136,228,217,175,176
GENE-8464,NO,79,38,41,1.074,0.1,6.0e-01,1.0e+00,0.9897,2778,39,35,40,36,44,43
GENE-15781,NO,158,75.7,82.3,1.083,0.1,6.0e-01,1.0e+00,0.9897,2779,78,57,92,75,85,87
GENE-377,NO,424.7,202.3,222.3,1.099,0.1,6.0e-01,1.0e+00,0.9897,2780,165,273,169,229,254,184
GENE-17103,NO,30,16,14,0.872,-0.2,6.0e-01,1.0e+00,0.9897,2781,20,14,14,11,21,10
GENE-18911,NO,92,47.7,44.3,0.926,-0.1,6.0e-01,1.0e+00,0.9897,2782,48,51,44,47,36,50
GENE-13322,NO,115,54.7,60.3,1.099,0.1,6.0e-01,1.0e+00,0.9897,2783,56,44,64,51,52,78
GENE-10399,NO,7955.3,4624.7,3330.7,0.72,-0.5,6.0e-01,1.0e+00,0.9897,2784,3631,8292,1951,911,7632,1449
GENE-2602,NO,137.7,66.7,71,1.065,0.1,6.0e-01,1.0e+00,0.9897,2785,66,75,59,74,72,67
GENE-1716,NO,1098.3,521.3,577,1.107,0.1,6.0e-01,1.0e+00,0.9897,2786,416,639,509,623,393,715
GENE-14802,NO,162.7,84.3,78.3,0.928,-0.1,6.0e-01,1.0e+00,0.9897,2787,81,78,94,62,89,84
GENE-9983,NO,255.3,132.3,123,0.928,-0.1,6.0e-01,1.0e+00,0.9897,2788,164,120,113,136,111,122
GENE-7343,NO,155.7,73.7,82,1.113,0.2,6.0e-01,1.0e+00,0.9897,2789,88,69,64,114,75,57
GENE-16554,NO,179.3,86.3,93,1.076,0.1,6.0e-01,1.0e+00,0.9897,2790,82,91,86,87,115,77
GENE-18511,NO,39,20.7,18.3,0.885,-0.2,6.0e-01,1.0e+00,0.9897,2791,28,14,20,19,14,22
GENE-1250,NO,972.7,515.7,457,0.886,-0.2,6.0e-01,1.0e+00,0.9897,2792,477,518,552,314,347,710
GENE-9286,NO,925.3,478.3,447,0.935,-0.1,6.0e-01,1.0e+00,0.9897,2793,474,437,524,388,418,535
GENE-314,NO,229,108.7,120.3,1.105,0.1,6.0e-01,1.0e+00,0.9897,2794,109,126,91,80,131,150
GENE-16376,NO,636.3,287.3,349,1.215,0.3,6.0e-01,1.0e+00,0.9897,2795,204,355,303,614,298,135
GENE-19936,NO,1178.3,570.7,607.7,1.064,0.1,6.0e-01,1.0e+00,0.9897,2796,531,642,539,630,521,672
GENE-5245,NO,28.3,13.3,15,1.119,0.2,6.0e-01,1.0e+00,0.9897,2797,15,11,14,11,18,16
GENE-3154,NO,32,15,17,1.127,0.2,6.0e-01,1.0e+00,0.9897,2798,17,16,12,21,19,11
GENE-8811,NO,1081.3,518.7,562.7,1.084,0.1,6.0e-01,1.0e+00,0.9897,2799,551,372,633,573,566,549
GENE-2476,NO,3681.3,1907.7,1773.7,0.93,-0.1,6.0e-01,1.0e+00,0.9897,2800,2361,1647,1715,1586,2068,1667
GENE-14087,NO,632.3,331,301.3,0.91,-0.1,6.0e-01,1.0e+00,0.9897,2801,392,381,220,312,332,260
GENE-16882,NO,89.7,42.7,47,1.096,0.1,6.0e-01,1.0e+00,0.9897,2802,34,43,51,38,56,47
GENE-3633,NO,154,80,74,0.924,-0.1,6.0e-01,1.0e+00,0.9897,2803,68,89,83,92,66,64
GENE-7811,NO,21.3,11.3,10,0.88,-0.2,6.0e-01,1.0e+00,0.9897,2804,13,8,13,12,11,7
GENE-482,NO,21.3,11.3,10,0.88,-0.2,6.0e-01,1.0e+00,0.9897,2805,13,13,8,9,11,10
GENE-5062,NO,2109.3,1090.3,1019,0.935,-0.1,6.0e-01,1.0e+00,0.9897,2806,865,1263,1143,920,1084,1053
GENE-18574,NO,522,278.7,243.3,0.874,-0.2,6.0e-01,1.0e+00,0.9897,2807,186,314,336,179,183,368
GENE-7805,NO,41.7,19.3,22.3,1.149,0.2,6.0e-01,1.0e+00,0.9897,2808,17,17,24,30,12,25
GENE-9493,NO,73.3,39,34.3,0.876,-0.2,6.0e-01,1.0e+00,0.9897,2809,36,36,45,48,37,18
GENE-7846,NO,33.3,15.3,18,1.168,0.2,6.0e-01,1.0e+00,0.9897,2810,23,15,8,23,18,13
GENE-17646,NO,503,261.3,241.7,0.925,-0.1,6.0e-01,1.0e+00,0.9897,2811,226,256,302,204,221,300
GENE-13594,NO,270,130.7,139.3,1.066,0.1,6.0e-01,1.0e+00,0.9897,2812,107,146,139,133,138,147
GENE-17929,NO,134.3,65,69.3,1.067,0.1,6.0e-01,1.0e+00,0.9897,2813,69,62,64,79,69,60
GENE-14316,NO,193.3,93.3,100,1.067,0.1,6.0e-01,1.0e+00,0.9897,2814,105,78,97,107,97,96
GENE-9857,NO,81,42,39,0.925,-0.1,6.1e-01,1.0e+00,0.9897,2815,45,36,45,46,37,34
GENE-11752,NO,566.7,295.7,271,0.917,-0.1,6.1e-01,1.0e+00,0.9897,2816,292,365,230,333,248,232
GENE-4009,NO,130,62,68,1.092,0.1,6.1e-01,1.0e+00,0.9897,2817,69,53,64,58,89,57
GENE-2825,NO,807,421,386,0.918,-0.1,6.1e-01,1.0e+00,0.9897,2818,353,416,494,463,410,285
GENE-19439,NO,43.3,20.3,23,1.125,0.2,6.1e-01,1.0e+00,0.9897,2819,17,26,18,17,21,31
GENE-6122,NO,1318.3,703.7,614.7,0.873,-0.2,6.1e-01,1.0e+00,0.9897,2820,1071,630,410,740,644,460
GENE-11604,YES,311.7,167.7,144,0.861,-0.2,6.1e-01,1.0e+00,0.9897,2821,221,190,92,127,210,95
GENE-11053,NO,257.7,124.7,133,1.065,0.1,6.1e-01,1.0e+00,0.9897,2822,135,133,106,140,119,140
GENE-14373,NO,775.7,400,375.7,0.939,-0.1,6.1e-01,1.0e+00,0.9897,2823,364,446,390,333,432,362
GENE-2737,NO,50.7,28,22.7,0.805,-0.3,6.1e-01,1.0e+00,0.9897,2824,15,34,35,19,41,8
GENE-13328,NO,988.3,511.7,476.7,0.931,-0.1,6.1e-01,1.0e+00,0.9897,2825,427,530,578,558,401,471
GENE-4605,NO,12410.7,5200.3,7210.3,1.387,0.5,6.1e-01,1.0e+00,0.9897,2826,1889,5480,8232,2058,2715,16858
GENE-9878,NO,229,119.3,109.7,0.917,-0.1,6.1e-01,1.0e+00,0.9897,2827,108,131,119,84,145,100
GENE-17287,NO,286.3,135.3,151,1.116,0.2,6.1e-01,1.0e+00,0.9897,2828,182,143,81,164,159,130
GENE-7823,NO,2234,1087,1147,1.055,0.1,6.1e-01,1.0e+00,0.9897,2829,958,1194,1109,1056,1195,1190
GENE-19181,NO,60.3,31.7,28.7,0.901,-0.2,6.1e-01,1.0e+00,0.9897,2830,33,31,31,33,35,18
GENE-19727,NO,328.3,169,159.3,0.944,-0.1,6.1e-01,1.0e+00,0.9897,2831,164,177,166,171,137,170
GENE-13600,NO,22,11.7,10.3,0.882,-0.2,6.1e-01,1.0e+00,0.9897,2832,8,15,12,9,11,11
GENE-14829,NO,263.7,136.7,127,0.932,-0.1,6.1e-01,1.0e+00,0.9897,2833,131,118,161,122,148,111
GENE-4143,NO,927.3,486,441.3,0.908,-0.1,6.1e-01,1.0e+00,0.9897,2834,545,391,522,599,397,328
GENE-1348,NO,626.3,304.3,322,1.06,0.1,6.1e-01,1.0e+00,0.9897,2834,295,302,316,372,301,293
GENE-12765,NO,350.7,180.7,170,0.944,-0.1,6.1e-01,1.0e+00,0.9897,2835,181,192,169,148,175,187
GENE-10919,NO,886.3,454.3,432,0.951,-0.1,6.1e-01,1.0e+00,0.9897,2836,421,471,471,429,431,436
GENE-12517,YES,74.3,39,35.3,0.901,-0.2,6.1e-01,1.0e+00,0.9897,2837,29,49,39,45,29,32
GENE-5648,NO,112,58,54,0.932,-0.1,6.1e-01,1.0e+00,0.9897,2838,61,60,53,59,59,44
GENE-5691,NO,6137.7,2887.3,3250.3,1.126,0.2,6.1e-01,1.0e+00,0.9897,2839,3050,3886,1726,2822,2707,4222
GENE-11156,NO,50,26.7,23.3,0.871,-0.2,6.1e-01,1.0e+00,0.9897,2840,25,38,17,32,21,17
GENE-1898,NO,49.3,25.7,23.7,0.918,-0.1,6.1e-01,1.0e+00,0.9897,2841,25,26,26,26,18,27
GENE-3094,NO,45.3,24,21.3,0.884,-0.2,6.1e-01,1.0e+00,0.9897,2842,15,33,24,26,19,19
GENE-3961,NO,288,138,150,1.09,0.1,6.1e-01,1.0e+00,0.9897,2843,146,97,171,157,161,132
GENE-9829,YES,411.7,199.3,212.3,1.068,0.1,6.1e-01,1.0e+00,0.9897,2844,213,199,186,176,210,251
GENE-1122,NO,580,280.7,299.3,1.067,0.1,6.1e-01,1.0e+00,0.9897,2845,288,326,228,321,291,286
GENE-9669,NO,9052.3,4633.7,4418.7,0.954,-0.1,6.1e-01,1.0e+00,0.9897,2846,4842,4333,4726,4329,4854,4073
GENE-15437,NO,4206.3,2047,2159.3,1.055,0.1,6.1e-01,1.0e+00,0.9897,2847,1886,2366,1889,2298,2112,2068
GENE-13936,NO,19.7,10.7,9,0.843,-0.2,6.1e-01,1.0e+00,0.9897,2848,16,5,11,6,11,10
GENE-19222,NO,272.3,131,141.3,1.082,0.1,6.1e-01,1.0e+00,0.9897,2849,122,104,167,136,128,160
GENE-6162,NO,204.3,98,106.3,1.083,0.1,6.1e-01,1.0e+00,0.9897,2850,93,126,75,106,113,100
GENE-293,NO,172.7,93.7,79,0.843,-0.2,6.1e-01,1.0e+00,0.9897,2851,107,116,58,136,45,56
GENE-13113,NO,201,103.7,97.3,0.938,-0.1,6.1e-01,1.0e+00,0.9897,2852,96,93,122,89,105,98
GENE-12036,NO,759.7,367.7,392,1.066,0.1,6.1e-01,1.0e+00,0.9897,2853,349,345,409,446,328,402
GENE-15014,NO,69.7,36.7,33,0.896,-0.2,6.1e-01,1.0e+00,0.9897,2854,28,47,35,27,28,44
GENE-9754,NO,3331,1726.7,1604.3,0.929,-0.1,6.1e-01,1.0e+00,0.9897,2855,1646,1467,2067,1481,1369,1963
GENE-17031,NO,1051,507.3,543.7,1.071,0.1,6.1e-01,1.0e+00,0.9897,2856,396,555,571,488,560,583
GENE-1005,NO,24.3,14.7,9.7,0.658,-0.6,6.1e-01,1.0e+00,0.9897,2857,0,18,26,0,17,12
GENE-12953,NO,157,75,82,1.092,0.1,6.1e-01,1.0e+00,0.9897,2858,62,95,68,101,78,67
GENE-19589,NO,69.3,36.3,33,0.904,-0.1,6.1e-01,1.0e+00,0.9897,2859,25,37,47,31,38,30
GENE-9810,NO,144,74.3,69.7,0.937,-0.1,6.1e-01,1.0e+00,0.9897,2860,67,68,88,69,73,67
GENE-1646,NO,23.3,10.7,12.7,1.18,0.2,6.1e-01,1.0e+00,0.9897,2861,14,13,5,18,11,9
GENE-11015,NO,10459.3,5009,5450.3,1.088,0.1,6.1e-01,1.0e+00,0.9897,2862,3605,5041,6381,5856,4536,5959
GENE-3986,NO,883.3,456,427.3,0.938,-0.1,6.1e-01,1.0e+00,0.9897,2863,408,426,534,369,454,459
GENE-12522,NO,20.3,11,9.3,0.846,-0.2,6.1e-01,1.0e+00,0.9897,2864,8,12,13,10,14,4
GENE-1082,NO,42.7,20.3,22.3,1.092,0.1,6.1e-01,1.0e+00,0.9897,2865,17,24,20,24,21,22
GENE-9352,NO,535,274.7,260.3,0.948,-0.1,6.1e-01,1.0e+00,0.9897,2866,269,280,275,245,245,291
GENE-4831,NO,34,18,16,0.885,-0.2,6.1e-01,1.0e+00,0.9897,2867,12,23,19,21,14,13
GENE-11337,NO,211.3,101,110.3,1.091,0.1,6.1e-01,1.0e+00,0.9897,2868,121,79,103,130,84,117
GENE-19319,NO,171,82.7,88.3,1.068,0.1,6.1e-01,1.0e+00,0.9897,2869,87,71,90,88,100,77
GENE-13122,NO,165,90.3,74.7,0.825,-0.3,6.2e-01,1.0e+00,0.9897,2870,38,121,112,35,82,107
GENE-12330,NO,89.3,42.3,47,1.105,0.1,6.2e-01,1.0e+00,0.9897,2871,52,38,37,42,63,36
GENE-817,NO,25.7,12,13.7,1.133,0.2,6.2e-01,1.0e+00,0.9897,2872,17,8,11,14,16,11
GENE-18999,NO,39,20.7,18.3,0.883,-0.2,6.2e-01,1.0e+00,0.9897,2873,14,31,17,18,17,20
GENE-10824,NO,506.7,243.3,263.3,1.082,0.1,6.2e-01,1.0e+00,0.9897,2874,183,282,265,301,265,224
GENE-13975,NO,811,457.3,353.7,0.774,-0.4,6.2e-01,1.0e+00,0.9897,2875,197,441,734,694,254,113
GENE-11977,NO,1484,721,763,1.058,0.1,6.2e-01,1.0e+00,0.9897,2876,759,764,640,676,776,837
GENE-15951,NO,343.3,166.3,177,1.065,0.1,6.2e-01,1.0e+00,0.9906,2880,147,172,180,153,172,206
GENE-10609,NO,1747,846,901,1.065,0.1,6.2e-01,1.0e+00,0.9906,2881,954,862,722,826,832,1045
GENE-14823,NO,1058.7,548.3,510.3,0.932,-0.1,6.2e-01,1.0e+00,0.9906,2882,498,626,521,628,478,425
GENE-5798,NO,395,203,192,0.948,-0.1,6.2e-01,1.0e+00,0.9906,2883,204,216,189,176,190,210
GENE-451,NO,3387.3,1581.7,1805.7,1.142,0.2,6.2e-01,1.0e+00,0.9906,2884,2081,723,1941,1804,1855,1758
GENE-8033,NO,414.3,216.7,197.7,0.914,-0.1,6.2e-01,1.0e+00,0.9906,2885,233,254,163,166,256,171
GENE-18791,NO,98.3,46,52.3,1.131,0.2,6.2e-01,1.0e+00,0.9906,2885,52,56,30,53,70,34
GENE-10165,NO,76.3,39.3,37,0.936,-0.1,6.2e-01,1.0e+00,0.9906,2886,38,37,43,36,40,35
GENE-10827,NO,3263.7,1573.3,1690.3,1.074,0.1,6.2e-01,1.0e+00,0.9906,2887,1587,1586,1547,1534,1348,2189
GENE-15175,NO,79.7,36,43.7,1.209,0.3,6.2e-01,1.0e+00,0.9906,2888,63,28,17,27,66,38
GENE-12823,NO,116,60.7,55.3,0.909,-0.1,6.2e-01,1.0e+00,0.9906,2889,85,45,52,51,59,56
GENE-1788,NO,2005.3,962,1043.3,1.084,0.1,6.2e-01,1.0e+00,0.9906,2890,952,1131,803,1064,1286,780
GENE-4267,NO,520.7,247.7,273,1.103,0.1,6.2e-01,1.0e+00,0.9906,2891,263,291,189,186,290,343
GENE-12677,NO,111.3,57.3,54,0.937,-0.1,6.2e-01,1.0e+00,0.9906,2892,55,58,59,63,51,48
GENE-3593,NO,583,298.7,284.3,0.952,-0.1,6.2e-01,1.0e+00,0.9906,2893,310,309,277,290,275,288
GENE-6000,NO,1084.3,563.3,521,0.924,-0.1,6.2e-01,1.0e+00,0.9906,2894,436,601,653,425,623,515
GENE-15758,NO,83.7,39.3,44.3,1.122,0.2,6.2e-01,1.0e+00,0.9906,2895,53,33,32,61,40,32
GENE-10277,NO,293.3,138.3,155,1.118,0.2,6.2e-01,1.0e+00,0.9906,2896,166,135,114,90,196,179
GENE-17162,NO,1672,860.7,811.3,0.942,-0.1,6.2e-01,1.0e+00,0.9906,2897,713,887,982,816,746,872
GENE-17294,NO,56,29,27,0.927,-0.1,6.2e-01,1.0e+00,0.9906,2898,30,25,32,27,30,24
GENE-494,NO,2097.7,1023.3,1074.3,1.05,0.1,6.2e-01,1.0e+00,0.9906,2899,1061,1071,938,994,1078,1151
GENE-5613,NO,496.7,315,181.7,0.577,-0.8,6.2e-01,1.0e+00,0.9906,2900,198,181,566,537,5,3
GENE-4946,NO,14090.7,7215.3,6875.3,0.953,-0.1,6.2e-01,1.0e+00,0.9906,2901,7051,7889,6706,6364,6626,7636
GENE-13064,NO,227,109,118,1.08,0.1,6.2e-01,1.0e+00,0.9906,2902,103,118,106,112,151,91
GENE-18660,NO,685.7,353.3,332.3,0.94,-0.1,6.2e-01,1.0e+00,0.9906,2903,399,339,322,316,296,385
GENE-17426,NO,783.3,410.3,373,0.91,-0.1,6.2e-01,1.0e+00,0.9906,2904,480,495,256,386,389,344
GENE-2509,NO,249.7,148.7,101,0.681,-0.6,6.2e-01,1.0e+00,0.9906,2905,298,140,8,141,20,142
GENE-13140,NO,658.3,340.3,318,0.934,-0.1,6.2e-01,1.0e+00,0.9906,2906,357,326,338,324,248,382
GENE-5633,NO,1060.3,571.3,489,0.856,-0.2,6.2e-01,1.0e+00,0.9906,2907,1007,298,409,538,507,422
GENE-2549,NO,33,15.3,17.7,1.145,0.2,6.2e-01,1.0e+00,0.9906,2908,18,16,12,26,17,10
GENE-13863,NO,482.3,235,247.3,1.053,0.1,6.2e-01,1.0e+00,0.9906,2909,237,237,231,276,226,240
GENE-11732,NO,2088.3,996,1092.3,1.097,0.1,6.2e-01,1.0e+00,0.991,2912,668,1163,1157,900,1329,1048
GENE-11097,NO,838.3,450.7,387.7,0.86,-0.2,6.2e-01,1.0e+00,0.9912,2913,399,251,702,248,379,536
GENE-14144,NO,132.7,68.3,64.3,0.941,-0.1,6.3e-01,1.0e+00,0.9913,2914,58,74,73,65,63,65
GENE-1295,YES,2602.7,1256.7,1346,1.071,0.1,6.3e-01,1.0e+00,0.9913,2915,1047,1131,1592,1493,1315,1230
GENE-17950,NO,105,50,55,1.101,0.1,6.3e-01,1.0e+00,0.9913,2916,41,67,42,66,56,43
GENE-12473,NO,6187,3017.3,3169.7,1.05,0.1,6.3e-01,1.0e+00,0.9913,2917,3059,2781,3212,2960,2972,3577
GENE-252,NO,1238,634.7,603.3,0.951,-0.1,6.3e-01,1.0e+00,0.9913,2918,690,648,566,604,625,581
GENE-9950,NO,3273.3,1569,1704.3,1.086,0.1,6.3e-01,1.0e+00,0.9913,2919,1115,1506,2086,1734,1558,1821
GENE-345,NO,63,30,33,1.094,0.1,6.3e-01,1.0e+00,0.9913,2920,31,37,22,32,38,29
GENE-18310,NO,8199.7,4674.3,3525.3,0.754,-0.4,6.3e-01,1.0e+00,0.9913,2921,8347,3966,1710,7278,2320,978
GENE-16683,NO,40.7,19.3,21.3,1.098,0.1,6.3e-01,1.0e+00,0.9913,2922,20,22,16,25,16,23
